object,member,kind,signature,interface_gaps,status,evidence,note
WorksheetFunction,Replace,method,"Replace(Arg1 As String, Arg2 As Double, Arg3 As Double, Arg4 As String) As String",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,ReplaceB,method,"ReplaceB(Arg1 As String, Arg2 As Double, Arg3 As Double, Arg4 As String) As String",,UNASSESSED,,
WorksheetFunction,Rept,method,"Rept(Arg1 As String, Arg2 As Double) As String",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Roman,method,"Roman(Arg1 As Double, [Arg2 As Variant]) As String",,UNASSESSED,,
WorksheetFunction,Round,method,"Round(Arg1 As Double, Arg2 As Double) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,RoundDown,method,"RoundDown(Arg1 As Double, Arg2 As Double) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,RoundUp,method,"RoundUp(Arg1 As Double, Arg2 As Double) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Rri,method,"Rri(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,RSq,method,"RSq(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,RTD,method,"RTD(progID As Variant, server As Variant, topic1 As Variant, [topic2 As Variant], [topic3 As Variant], [topic4 As Variant], [topic5 As Variant], [topic6 As Variant], [topic7 As Variant], [topic8 As Variant], [topic9 As Variant], [topic10 As Variant], [topic11 As Variant], [topic12 As Variant], [topic13 As Variant], [topic14 As Variant], [topic15 As Variant], [topic16 As Variant], [topic17 As Variant], [topic18 As Variant], [topic19 As Variant], [topic20 As Variant], [topic21 As Variant], [topic22 As Variant], [topic23 As Variant], [topic24 As Variant], [topic25 As Variant], [topic26 As Variant], [topic27 As Variant], [topic28 As Variant]) As Variant",,MISSING,,
WorksheetFunction,Search,method,"Search(Arg1 As String, Arg2 As String, [Arg3 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,SearchB,method,"SearchB(Arg1 As String, Arg2 As String, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Sec,method,Sec(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,Sech,method,Sech(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,Sequence,method,"Sequence(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,SeriesSum,method,"SeriesSum(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,Single,method,Single(Arg1 As Variant) As Variant,,UNASSESSED,,
WorksheetFunction,Sinh,method,Sinh(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,Skew,method,"Skew(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Skew_p,method,"Skew_p(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Sln,method,"Sln(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Slope,method,"Slope(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,Small,method,"Small(Arg1 As Variant, Arg2 As Double) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Sort,method,"Sort(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,SortBy,method,"SortBy(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,SqrtPi,method,SqrtPi(Arg1 As Variant) As Double,,UNASSESSED,,
WorksheetFunction,Standardize,method,"Standardize(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,StDev,method,"StDev(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,StDev_P,method,"StDev_P(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,StDev_S,method,"StDev_S(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,StDevP,method,"StDevP(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,StEyx,method,"StEyx(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,StockHistory,method,"StockHistory(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant]) As Variant",,MISSING,,
WorksheetFunction,Substitute,method,"Substitute(Arg1 As String, Arg2 As String, Arg3 As String, [Arg4 As Variant]) As String",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Subtotal,method,"Subtotal(Arg1 As Double, Arg2 As Range, [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/subtotal.json; tests/fixtures/autofilter_edits.json,"Through the formula engine's SUBTOTAL, each range as the cells it names: 1 to 11 pass over rows a filter hid, and every hidden row while the sheet is in filter mode; 101 to 111 over every hidden row. A value in place of a range reports itself unsupported."
WorksheetFunction,Sum,method,"Sum(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,SumIf,method,"SumIf(Arg1 As Range, Arg2 As Variant, [Arg3 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,SumIfs,method,"SumIfs(Arg1 As Range, Arg2 As Range, Arg3 As Variant, [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,SumProduct,method,"SumProduct(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,SumSq,method,"SumSq(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json; tests/fixtures/variance.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,SumX2MY2,method,"SumX2MY2(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,SumX2PY2,method,"SumX2PY2(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,SumXMY2,method,"SumXMY2(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,Syd,method,"Syd(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Double) As Double",,UNASSESSED,,
WorksheetFunction,T_Dist,method,"T_Dist(Arg1 As Double, Arg2 As Double, Arg3 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,T_Dist_2T,method,"T_Dist_2T(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,T_Dist_RT,method,"T_Dist_RT(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,T_Inv,method,"T_Inv(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,T_Inv_2T,method,"T_Inv_2T(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,T_Test,method,"T_Test(Arg1 As Variant, Arg2 As Variant, Arg3 As Double, Arg4 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Tanh,method,Tanh(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,TBillEq,method,"TBillEq(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,TBillPrice,method,"TBillPrice(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,TBillYield,method,"TBillYield(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,TDist,method,"TDist(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Text,method,"Text(Arg1 As Variant, Arg2 As String) As String",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,TextJoin,method,"TextJoin(Arg1 As String, Arg2 As Boolean, Arg3 As String, [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant]) As String",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,TInv,method,"TInv(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Transpose,method,Transpose(Arg1 As Variant) As Variant,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Trend,method,"Trend(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,Trim,method,Trim(Arg1 As String) As String,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,TrimMean,method,"TrimMean(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,TTest,method,"TTest(Arg1 As Variant, Arg2 As Variant, Arg3 As Double, Arg4 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Unichar,method,Unichar(Arg1 As Double) As String,,UNASSESSED,,
